filing_date,cik,accession_number,filename,component,url
2025-03-13,1779474,0001779474-25-000005,wmtechnologyincearningsrel.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1779474/000177947425000005/wmtechnologyincearningsrel.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-24,1710366,0001193125-25-061433,d943638dex991.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1710366/000119312525061433/d943638dex991.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-19,1018164,0001018164-25-000036,newsreleaseissuedbywillisl.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1018164/000101816425000036/newsreleaseissuedbywillisl.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-03,827054,0000827054-25-000037,mchp-20250303.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/827054/000082705425000037/mchp-20250303.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-04,866787,0001171843-25-001229,exh_991.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/866787/000117184325001229/exh_991.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-02-25,28917,0000028917-25-000002,dds-20250225xex99d1.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/28917/000002891725000002/dds-20250225xex99d1.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-11,2009684,0001558370-25-002635,seg-20250310xex99d1.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/2009684/000155837025002635/seg-20250310xex99d1.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-02-27,1698991,0001698991-25-000007,q42024earningspressrelease.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1698991/000169899125000007/q42024earningspressrelease.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-11,1710495,0001393905-25-000105,pnxp_ex101.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1710495/000139390525000105/pnxp_ex101.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-11,1499275,0001393905-25-000107,sanp_ex101.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1499275/000139390525000107/sanp_ex101.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-20,1899287,0001899287-25-000010,ampriustechnologiesq4202.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1899287/000189928725000010/ampriustechnologiesq4202.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-14,1740742,0001829126-25-001795,unicoin_ex10-1.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1740742/000182912625001795/unicoin_ex10-1.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-26,1737924,0001628280-25-014963,churchillncdlcclo-ireset.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1737924/000162828025014963/churchillncdlcclo-ireset.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-10,1023994,0001213900-25-022207,ea023383601ex10-2_safe.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1023994/000121390025022207/ea023383601ex10-2_safe.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-02-26,1981792,0001628280-25-008123,hhhearningsreleaseq42024.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1981792/000162828025008123/hhhearningsreleaseq42024.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-25,1755237,0001193125-25-062612,d926001dex101.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1755237/000119312525062612/d926001dex101.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-06,34956,0001654954-25-002385,tenx_ex101.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/34956/000165495425002385/tenx_ex101.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-20,2048804,0001539497-25-001003,exh99-8_ubsagmlpa.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/2048804/000153949725001003/exh99-8_ubsagmlpa.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-02-25,2055003,0001539497-25-000770,exh99_5-gsmcmlpa.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/2055003/000153949725000770/exh99_5-gsmcmlpa.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-25,2056663,0001539497-25-001037,exh99_5-gsmcmlpa.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/2056663/000153949725001037/exh99_5-gsmcmlpa.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-02-28,1869105,0001213900-25-018334,ea023255501ex99-2_helix2.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1869105/000121390025018334/ea023255501ex99-2_helix2.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-11,743367,0001558370-25-002724,bhb-20250311xex2d1.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/743367/000155837025002724/bhb-20250311xex2d1.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-02-28,1527728,0001731122-25-000312,e6390_ex2-1.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1527728/000173112225000312/e6390_ex2-1.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-05,1162461,0001193125-25-046217,d878024dex103.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1162461/000119312525046217/d878024dex103.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-13,2056713,0001539497-25-000931,exh99-3_banamlpa.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/2056713/000153949725000931/exh99-3_banamlpa.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-02-25,1580560,0001193125-25-035188,d843798dex21.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1580560/000119312525035188/d843798dex21.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-11,1281845,0001493152-25-009794,ex2-1.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1281845/000149315225009794/ex2-1.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-25,1903392,0001013762-25-001790,ea023548601ex2-1_climate.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1903392/000101376225001790/ea023548601ex2-1_climate.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-17,1747068,0001104659-25-024220,tm259425d1_ex2-1.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1747068/000110465925024220/tm259425d1_ex2-1.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-17,2058145,0001539497-25-000962,exh99_5-crefimlpa.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/2058145/000153949725000962/exh99_5-crefimlpa.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
